key,name,city,state,country,lat,long,vip
48D,Clare Municipal,Clare,MI,USA,43.83,-84.74,False
48I,Braxton County,Sutton,WV,USA,38.69,-80.65,False
48K,Ness City Municipal,Ness City,KS,USA,38.47,-99.91,False
48S,Harlem,Harlem,MT,USA,48.57,-108.77,False
48V,Tri-County,Erie,CO,USA,40.01,-105.05,False
49A,Gilmer County,Ellijay,GA,USA,34.63,-84.52,False
49T,Downtown Heliport,Dallas,TX,USA,32.77,-96.80,False
49X,Chemehuevi Valley,Chemehuevi Valley,CA,USA,34.53,-114.43,False
49Y,Fillmore County,Preston,MN,USA,43.68,-92.18,False
4A2,Atmautluak,Atmautluak,AK,USA,60.87,-162.27,False
4A4,Cornelius-Moore,Cedartown,GA,USA,34.02,-85.15,False
4A5,Marshall-Searcy County,Marshall,AR,USA,35.90,-92.66,False
4A6,Scottsboro Municipal,Scottsboro,AL,USA,34.69,-86.01,False
4A7,Clayton County,Hampton,GA,USA,33.39,-84.33,False
4A9,Isbell,Fort Payne,AL,USA,34.47,-85.72,False
4B0,South Albany,South Bethlehem,NY,USA,42.56,-73.83,False
4B1,Duanesburg,Duanesburg,NY,USA,42.76,-74.13,False
4B6,Ticonderoga Muni,Ticonderoga,NY,USA,43.88,-73.41,False
4B7,Schroon Lake,Schroon Lake,NY,USA,43.86,-73.74,False
4B8,Robertson,Plainville,CT,USA,41.69,-72.86,False
4B9,Simsbury Tri-Town,Simsbury,CT,USA,41.92,-72.78,False
4C8,Albia Municipal,Albia,IA,USA,40.99,-92.76,False
4D0,Abrams Municipal,Grandledge,MI,USA,42.77,-84.73,False
4D9,Alma Municipal,Alma,NE,USA,40.11,-99.35,False
4F2,Panola County-Sharpe,Carthage,TX,USA,32.18,-94.30,False
4F4,Gilmer-Upshur County,Gilmer,TX,USA,32.70,-94.95,False
4G1,Greenville Muni,Greenville,PA,USA,41.45,-80.39,False
4G2,Hamburg Inc.,Hamburg,NY,USA,42.70,-78.91,False
4G5,Monroe County,Woodsfield,OH,USA,39.78,-81.10,False
4G6,Hornell Muni,Hornell,NY,USA,42.38,-77.68,False
4G7,Fairmont Muni,Fairmont,WV,USA,39.45,-80.17,False
4I0,Mingo County,Williamson,WV,USA,37.69,-82.26,False
4I3,Knox County,Mount Vernon,OH,USA,40.33,-82.52,False
4I7,Putnam County,Greencastle,IN,USA,39.63,-86.81,False
4I9,Morrow County,Mt. Gilead,OH,USA,40.52,-82.85,False
4J1,Brantley County,Nahunta,GA,USA,31.21,-81.91,False
4J2,Berrien County,Nashville,GA,USA,31.21,-83.23,False
4J5,Quitman-Brooks County,Quitman,GA,USA,30.81,-83.59,False
4J6,St Marys,St Marys,GA,USA,30.75,-81.56,False
4K0,Pedro Bay,Pedro Bay,AK,USA,59.79,-154.12,False
4K5,Ouzinkie,Ouzinkie,AK,USA,57.92,-152.50,False
4K6,Bloomfield Municipal,Bloomfield,IA,USA,40.73,-92.43,False
4KA,Tununak,Tununak,AK,USA,60.58,-165.27,False
4M1,Carroll County,Berryville,AR,USA,36.38,-93.62,False
4M3,Carlisle Municipal,Carlisle,AR,USA,34.81,-91.71,False
4M4,Clinton Municipal,Clinton,AR,USA,35.60,-92.45,False
4M7,Russellville-Logan County,Russellville,KY,USA,36.80,-86.81,False
4M8,Clarendon Municipal,Clarendon,AR,USA,34.65,-91.39,False
4M9,Corning Municipal,Corning,AR,USA,36.40,-90.65,False
4N1,Greenwood Lake,West Milford,NJ,USA,41.13,-74.35,False
4O3,Blackwell-Tonkawa Municipal,Blackwell-Tonkawa,OK,USA,36.75,-97.35,False
4O4,McCurtain County Regional,Idabel,OK,USA,33.91,-94.86,False
4O5,Cherokee Municipal,Cherokee,OK,USA,36.78,-98.35,False
4PH,Polacca,Polacca,AZ,USA,35.79,-110.42,False
4R1,I H Bass Jr Memorial,Lumberton,MS,USA,31.02,-89.48,False
4R3,Jackson Municipal,Jackson,AL,USA,31.47,-87.89,False
4R4,Fairhope Municipal,Fairhope,AL,USA,30.46,-87.88,False
4R5,Madeline Island,La Pointe,WI,USA,46.79,-90.76,False
4R7,Eunice,Eunice,LA,USA,30.47,-92.42,False
4R9,Dauphin Island,Dauphin Island,AL,USA,30.26,-88.13,False
4S1,Gold Beach Muni,Gold Beach,OR,USA,42.41,-124.42,False
4S2,Hood River,Hood River,OR,USA,45.67,-121.54,False
4S3,Joseph State,Joseph,OR,USA,45.36,-117.25,False
4S9,Portland-Mulino,Mulino (Portland),OR,USA,45.22,-122.59,False
4SD,Reno/Stead,Reno,NV,USA,39.67,-119.88,False
4T6,Mid-Way,Midlothian-Waxahachie,TX,USA,32.46,-96.91,False
4U3,Liberty County,Chester,MT,USA,48.51,-110.99,False
4U6,Circle Town County,Circle,MT,USA,47.42,-105.56,False
4V0,Rangely,Rangely,CO,USA,40.09,-108.76,False
4V1,Johnson,Walsenburg,CO,USA,37.70,-104.78,False
4V9,Antelope County,Neligh,NE,USA,42.11,-98.04,False
4W1,Elizabethtown Municipal,Elizabethtown,NC,USA,34.60,-78.58,False
4Z4,Holy Cross,Holy Cross,AK,USA,62.19,-159.77,False
4Z7,Hyder SPB,Hyder,AK,USA,55.90,-130.01,False
50I,Kentland Municipal,Kentland,IN,USA,40.76,-87.43,False
50J,Berkeley County,Moncks Corner,SC,USA,33.19,-80.04,False
50K,Pawnee City Municipal,Pawnee City,NE,USA,40.12,-96.19,False
50R,Lockhart Municipal,Lockhart,TX,USA,29.85,-97.67,False
51D,Edgeley Municipal,Edgeley,ND,USA,46.35,-98.74,False
51Z,Minto (New),Minto,AK,USA,65.14,-149.37,False
52A,Madison Municipal,Madison,GA,USA,33.61,-83.46,False
52E,Timberon,Timberon,NM,USA,32.63,-105.69,False
52J,Lee County,Bishopville,SC,USA,34.24,-80.24,False
53A,Dr. C.P. Savage Sr.,Montezuma,GA,USA,32.30,-84.01,False
53K,Osage City Municipal,Osage City,KS,USA,38.63,-95.81,False
54J,Defuniak Springs,Defuniak Springs,FL,USA,30.73,-86.15,False
55D,Grayling Army Airfield,Grayling,MI,USA,44.68,-84.73,False
55J,Fernandina Beach Municipal,Fernandina Beach,FL,USA,30.61,-81.46,False
55S,Packwood,Packwood,WA,USA,46.60,-121.68,False
56D,Wyandot County,Upper Sandusky,OH,USA,40.88,-83.31,False
56M,Warsaw Municipal,Warsaw,MO,USA,38.35,-93.35,False
56S,Seaside Municipal,Seaside,OR,USA,46.02,-123.91,False
57B,Islesboro,Islesboro,ME,USA,44.30,-68.91,False
57C,East Troy Municipal,East Troy,WI,USA,42.80,-88.37,False
59B,Newton,Jackman,ME,USA,45.63,-70.25,False
5A4,Okolona Mun.-Richard M. Stovall,Okolona,MS,USA,34.02,-88.73,False
5A6,Winona-Montgomery County,Winona,MS,USA,33.47,-89.73,False
5A8,Aleknagik,Aleknagik,AK,USA,59.28,-158.62,False
5A9,Roosevelt Memorial,Warm Springs,GA,USA,32.93,-84.69,False
5B2,Saratoga Cty,Saratoga Springs,NY,USA,43.05,-73.86,False
5B3,Danielson,Danielson,CT,USA,41.82,-71.90,False
5B7,Rensselaer Air Park,Troy,NY,USA,42.69,-73.58,False
5CD,Chandalar Shelf,Chandalar Camp,AK,USA,68.07,-149.58,False
5D3,Owosso Community,Owosso,MI,USA,42.99,-84.14,False
5F1,Post-Garza County Municipal,Post,TX,USA,33.20,-101.34,False
5F4,Homer Municipal,Homer,LA,USA,32.79,-93.00,False
5G0,Leroy,Le Roy,NY,USA,42.98,-77.94,False
5G7,Bluffton,Bluffton,OH,USA,40.89,-83.87,False
5G8,Pittsburgh Boquet Airpark,Jeanette,PA,USA,40.38,-79.61,False
5G9,Toledo Suburban,Lambertville,MI,USA,41.74,-83.66,False
5HO,Hope,Hope,AK,USA,60.90,-149.62,False
5I4,Sheridan,Sheridan,IN,USA,40.18,-86.22,False
5J0,John Day State,John Day,OR,USA,44.40,-118.96,False
5J9,Twin City,Loris,SC,USA,34.09,-78.86,False
5K2,Tribune Municipal,Tribune,KS,USA,38.45,-101.75,False
5M0,Rountree,Hartselle,AL,USA,34.41,-86.93,False
5M1,De Witt Municipal,De Witt,AR,USA,34.26,-91.31,False
5M4,Fordyce Municipal,Fordyce,AR,USA,33.85,-92.37,False
5M9,Marion-Crittenden County,Marion,KY,USA,37.34,-88.11,False
5N8,Casselton Regional,Casselton,ND,USA,46.85,-97.21,False
5ND6,Hillsboro Municipal,Hillsboro,ND,USA,47.36,-97.06,False
5NI,Nikolai,Nikolai,AK,USA,63.02,-154.36,False
5NK,Naknek,Naknek,AK,USA,58.73,-157.02,False
5NN,Nondalton,Nondalton,AK,USA,59.98,-154.84,False
5R3,Rusty Allen,Lago Vista,TX,USA,30.50,-97.97,False
5R4,Foley Municipal,Foley,AL,USA,30.43,-87.70,False
5R5,Wharton Municipal,Wharton,TX,USA,29.25,-96.15,False
5R8,De Quincy Industrial Airpark,De Quincy,LA,USA,30.44,-93.47,False
5S8,St. Michael,St. Michael,AK,USA,63.49,-162.11,False
5T5,Hillsboro Municipal,Hillsboro,TX,USA,32.08,-97.10,False
5T6,Dona Ana County  At Santa Teresa,Santa Teresa,NM,USA,31.88,-106.70,False
5T9,Maverick County Meml Intl,Eagle Pass,TX,USA,28.86,-100.51,False
5TE,Tetlin,Tetlin,AK,USA,63.13,-142.52,False
5U3,Ennis - Big Sky,Ennis,MT,USA,45.27,-111.65,False
5U8,Geraldine,Geraldine,MT,USA,47.60,-110.27,False
5V5,Shiprock Airstrip,Shiprock,NM,USA,36.70,-108.70,False
5V8,Kadoka Municipal,Kadoka,SD,USA,43.83,-101.50,False
5W8,Siler City Municipal,Siler City,NC,USA,35.70,-79.51,False
5Z1,Juneau Harbor,Juneau,AK,USA,58.30,-134.41,False
5Z5,Kantishna,Kantishna,AK,USA,63.54,-150.99,False
60F,Seymour Municipal,Seymour,TX,USA,33.65,-99.26,False
60J,Ocean Isle,Ocean Isle Beach,NC,USA,33.91,-78.44,False
61A,Camden Municipal,Camden,AL,USA,31.98,-87.34,False
61B,Boulder City Municipal,Boulder City,NV,USA,35.95,-114.86,False
61C,Fort Atkinson Municipal,Fort Atkinson,WI,USA,42.96,-88.82,False
61J,Portland Downtown Heliport,Portland,OR,USA,45.53,-122.67,False
61S,Cottage Grove State,Cottage Grove,OR,USA,43.80,-123.03,False
62D,Warren,Warren,OH,USA,41.27,-80.93,False
62H,Giddings-Lee County,Giddings,TX,USA,30.17,-96.98,False
62S,Christmas Valley,Christmas Valley,OR,USA,43.24,-120.67,False
63A,Lloyd R. Roundtree Seaplane Facility,Petersburg,AK,USA,56.81,-132.96,False
63C,Adams County Legion,Adams/Friendship,WI,USA,43.96,-89.79,False
63S,Colville Municipal,Colville,WA,USA,48.54,-117.88,False
65J,Wrens Memorial,Wrens,GA,USA,33.22,-82.38,False
65S,Boundary County,Bonners Ferry,ID,USA,48.73,-116.30,False
66D,Sturgis Municipal,Sturgis,SD,USA,44.42,-103.37,False
67L,Mesquite,Mesquite,NV,USA,36.83,-114.06,False
68A,Wrangell SPB,Wrangell,AK,USA,56.47,-132.38,False
68S,Davenport,Davenport,WA,USA,47.65,-118.17,False
6A1,Butler Municipal,Butler,GA,USA,32.57,-84.25,False
6A2,Griffin-Spaulding County,Griffin,GA,USA,33.23,-84.27,False
6A3,Andrews-Murphy,Andrews,NC,USA,35.19,-83.86,False
6A4,Johnson County,Mountain City,TN,USA,36.42,-81.83,False
6A8,Allakaket,Allakaket,AK,USA,66.55,-152.62,False
6B0,Middlebury State,Middlebury,VT,USA,43.98,-73.10,False
6B4,Frankfort-Highland,Utica/Frankfort,NY,USA,43.02,-75.17,False
6B6,Minute Man Airfield,Stow,MA,USA,42.46,-71.52,False
6B8,Caledonia County State,Lyndonville,VT,USA,44.57,-72.02,False
6B9,Skaneateles Aero Drome,Skaneateles,NY,USA,42.91,-76.44,False
6D6,Greenville Municipal,Greenville,MI,USA,43.14,-85.25,False
6D8,Barnes County Municipal,Valley City,ND,USA,46.94,-98.02,False
6F1,Talihina Municipal,Talihina,OK,USA,34.71,-95.07,False
6G1,Titusville,Titusville,PA,USA,41.61,-79.74,False
6G5,Barnesville - Bradfield,Barnesville,OH,USA,40.00,-81.19,False
6I2,Lebanon-Springfield,Springfield,KY,USA,37.63,-85.24,False
6J0,Corporate,Pelion,SC,USA,33.79,-81.25,False
6J2,St George,St George,SC,USA,33.20,-80.51,False
6J4,Saluda County,Saluda,SC,USA,33.93,-81.79,False
6K3,Creighton Municipal,Creighton,NE,USA,42.47,-97.88,False
6K4,Fairview Municipal,Fairview,OK,USA,36.29,-98.48,False
6K8,Tok Junction,Tok,AK,USA,63.33,-142.95,False
6L4,Logan County,Logan,WV,USA,37.86,-81.92,False
6M2,Horseshoe Bend,Horseshoe Bend,AR,USA,36.22,-91.75,False
6M6,Lewis County Regional,Monticello,MO,USA,40.13,-91.68,False
6M7,Lee County-Marianna,Marianna,AR,USA,34.78,-90.81,False
6M8,Marked Tree Municipal,Marked Tree,AR,USA,35.53,-90.40,False
6N5,E 34th St Heliport,New York,NY,USA,40.74,-73.97,False
6N7,New York Skyports Inc. SPB,New York,NY,USA,40.73,-73.97,False
6N8,Thomas County,Thedford,NE,USA,41.96,-100.57,False
6R3,Cleveland Municipal,Cleveland,TX,USA,30.36,-95.01,False
6R7,Old Harbor (New),Old Harbor,AK,USA,57.22,-153.27,False
6R9,Llano Municipal,Llano,TX,USA,30.78,-98.66,False
6S0,Big Timber,Big Timber,MT,USA,45.81,-109.98,False
6S2,Florence Muni,Florence,OR,USA,43.98,-124.11,False
6S3,Columbus,Columbus,MT,USA,45.63,-109.25,False
6S5,Ravalli County,Hamilton,MT,USA,46.25,-114.13,False
6S8,Laurel Municipal,Laurel,MT,USA,45.70,-108.76,False
6V0,Edgemont Municipal,Edgemont,SD,USA,43.30,-103.84,False
6V3,Tazewell County,Richlands,VA,USA,37.06,-81.80,False
6V4,Wall Municipal,Wall,SD,USA,43.99,-102.25,False
6V6,Hopkins,Nucla,CO,USA,38.24,-108.56,False
70J,Cairo-Grady County,Cairo,GA,USA,30.89,-84.15,False
71J,Blackwell,Ozark,AL,USA,31.43,-85.62,False
72S,Rosalia Municipal,Rosalia,WA,USA,47.24,-117.42,False
73C,Lancaster,Lancaster,WI,USA,42.78,-90.68,False
73J,Beaufort County,Beaufort,SC,USA,32.41,-80.63,False
74D,Marshall Cty,Moundsville,WV,USA,39.88,-80.74,False
74S,Anacortes,Anacortes,WA,USA,48.50,-122.66,False
74V,Roosevelt Municipal,Roosevelt,UT,USA,40.28,-110.05,False
75J,Turner County,Ashburn,GA,USA,31.69,-83.63,False
76G,Marine City,Marine City,MI,USA,42.72,-82.60,False
77G,Marlette Township,Marlette,MI,USA,43.31,-83.09,False
77S,Hobby,Creswell,OR,USA,43.93,-123.01,False
78D,Caro Municipal,Caro,MI,USA,43.46,-83.45,False
79D,Philippi-Barbour County Regional,Philippi,WV,USA,39.17,-80.06,False
79J,Andalusia,Andalusia,AL,USA,31.31,-86.39,False
79S,Fort Benton,Fort Benton,MT,USA,47.85,-110.63,False
7A0,Greensboro Municipal,Greensboro,AL,USA,32.68,-87.66,False
7A2,Demopolis Municipal,Demopolis,AL,USA,32.46,-87.95,False
7A3,Lanett Municipal,Lanett,AL,USA,32.81,-85.23,False
7A5,Roanoke Municipal,Roanoke,AL,USA,33.13,-85.37,False
7A8,Avery County/Morrison,Spruce Pine,NC,USA,35.94,-82.00,False
7B2,La Fleur,Northampton,MA,USA,42.33,-72.61,False
7D2,Troy-Oakland,Troy,MI,USA,42.54,-83.18,False
7F3,Caddo Mills Municipal,Caddo Mills,TX,USA,33.04,-96.24,False
7F6,Clarksville-Red River County,Clarksville,TX,USA,33.59,-95.06,False
7F7,Clifton Municipal,Clifton,TX,USA,31.82,-97.57,False
7F9,Comanche County-City,Comanche,TX,USA,31.92,-98.60,False
7G0,Ledgedale Airpark,Brockport,NY,USA,43.18,-77.91,False
7G8,Geauga County,Middlefield,OH,USA,41.45,-81.06,False
7I7,Bellefontaine Municipal,Bellefontaine,OH,USA,40.41,-83.74,False
7K0,Pike County-Hatcher,Pikeville,KY,USA,37.56,-82.57,False
7K2,Skagway SPB,Skagway,AK,USA,59.45,-135.32,False
7K4,Ohio County,Hartford,KY,USA,37.46,-86.85,False
7K8,Martin,South Sioux City,NE,USA,42.45,-96.47,False
7KA,Tatitlek,Tatitlek,AK,USA,60.87,-146.69,False
7M1,McGehee Municipal,McGehee,AR,USA,33.62,-91.36,False
7M3,Bearce,Mount Ida,AR,USA,34.53,-93.53,False
7M4,Osceola Municipal,Osceola,AR,USA,35.69,-90.01,False
7M5,Ozark-Franklin County,Ozark,AR,USA,35.51,-93.84,False
7M7,Piggott Municipal,Piggott,AR,USA,36.38,-90.17,False
7N0,New Orleans Downtown Heliport,New Orleans,LA,USA,29.95,-90.08,False
7N1,Corning-Painted Post,Corning,NY,USA,42.18,-77.11,False
7N7,Spitfire Aerodrome,Pedrictown,NJ,USA,39.74,-75.40,False
7S0,Ronan,Ronan,MT,USA,47.57,-114.10,False
7S1,Twin Bridges,Twin Bridges,MT,USA,45.53,-112.31,False
7S5,Independence State,Independence,OR,USA,44.87,-123.20,False
7S6,White Sulphur Springs,White Sulphur Springs,MT,USA,46.50,-110.91,False
7S7,Valier,Valier,MT,USA,48.30,-112.25,False
7V1,Buena Vista Muni,Buena Vista,CO,USA,38.81,-106.12,False
7V7,Red Cloud Municipal,Red Cloud,NE,USA,40.08,-98.54,False
7W6,Hyde County,Englehard,NC,USA,35.56,-75.96,False
80F,Antlers Municipal,Antlers,OK,USA,34.19,-95.65,False
81B,Oxford County Regional,Norway,ME,USA,44.16,-70.48,False
82C,Mauston-New Lisbon Union,New Lisbon,WI,USA,43.84,-90.14,False
82V,Pine Bluffs Municipal,Pine Bluffs,WY,USA,41.15,-104.13,False
83D,Mackinac County,St Ignace,MI,USA,45.89,-84.74,False
84D,Cheyenne Eagle Butte,Eagle Butte,SD,USA,44.98,-101.25,False
84K,Meyers Chuck SPB,Meyers Chuck,AK,USA,55.74,-132.26,False
84R,Smithville Municipal,Smithville,TX,USA,30.03,-97.17,False
85V,Ganado,Ganado,AZ,USA,35.70,-109.51,False
86F,Carnegie Municipal,Carnegie,OK,USA,35.12,-98.58,False
87I,Yazoo County,Yazoo City,MS,USA,32.88,-90.46,False
87Y,Blackhawk Airfield,Madison,WI,USA,43.10,-89.19,False
88C,Palmyra Municipal,Palmyra,WI,USA,42.88,-88.60,False
88J,Allendale County,Allendale,SC,USA,33.00,-81.27,False
88M,Eureka,Eureka,MT,USA,48.97,-115.07,False
89D,Kelleys Island Land,Kelleys Island,OH,USA,41.60,-82.68,False
8A0,Albertville Municipal,Albertville,AL,USA,34.23,-86.26,False
8A1,Guntersville Municipal,Guntersville,AL,USA,34.40,-86.27,False
8A3,Livingston Municipal,Livingston,TN,USA,36.41,-85.31,False
8B0,Rangeley Municipal,Rangeley,ME,USA,44.99,-70.66,False
8D1,New Holstein Municipal,New Holstein,WI,USA,43.94,-88.11,False
8D3,Sisseton Municipal,Sisseton,SD,USA,45.67,-97.00,False
8D4,Sparta,Sparta,MI,USA,43.13,-85.68,False
8D7,Clark County,Clark,SD,USA,44.90,-97.71,False
8D9,Howard Municipal,Howard,SD,USA,44.03,-97.54,False
8F7,Decatur Municipal,Decatur,TX,USA,33.25,-97.58,False
8G2,Lawrence,Corry,PA,USA,41.91,-79.64,False
8G6,Harrison County,Cadiz,OH,USA,40.24,-81.01,False
8G7,Zelienople,Zelienople,PA,USA,40.80,-80.16,False
8K8,Cimarron Municipal,Cimarron,KS,USA,37.83,-100.35,False
8K9,Murphys Pullout SPB,Ketchikan,AK,USA,55.39,-131.74,False
8M1,Booneville-Baldwyn,Booneville,MS,USA,34.59,-88.65,False
8S1,Polson,Polson,MT,USA,47.70,-114.19,False
8S2,Cashmere-Dryden,Cashmere,WA,USA,47.51,-120.48,False
8S5,East Cooper,Mt Pleasant,SC,USA,32.90,-79.78,False
8U6,Terry,Terry,MT,USA,46.78,-105.30,False
8U8,Townsend,Townsend,MT,USA,46.33,-111.48,False
8V2,Stuart-Atkinson Municipal,Atkinson,NE,USA,42.56,-99.04,False
8Y2,Buffalo Municipal,Buffalo,MN,USA,45.16,-93.84,False
91C,Sauk - Prairie,Prairie Du Sac,WI,USA,43.30,-89.76,False
91F,Arrowhead,Canadian,OK,USA,35.15,-95.62,False
93B,Stonington,Stonington,ME,USA,44.18,-68.68,False
93C,Richland,Richland Center,WI,USA,43.28,-90.30,False
93F,Mignon Laird Municipal,Cheyenne,OK,USA,35.60,-99.70,False
93Y,David City Municipal,David City,NE,USA,41.23,-97.12,False
94K,Cassville Municipal,Cassville,MO,USA,36.70,-93.90,False
95F,Cleveland Municipal,Cleveland,OK,USA,36.28,-96.46,False
96D,Walhalla Municipal,Walhalla,ND,USA,48.94,-97.90,False
96Z,North Whale SPB,North Whale Pass,AK,USA,56.12,-133.12,False
97M,Ekalaka,Ekalaka,MT,USA,45.88,-104.54,False
98D,Onida Municipal,Onida,SD,USA,44.70,-100.11,False
99N,Bamburg County,Bamburg,SC,USA,33.31,-81.11,False
99Y,Greeley Municipal,Greeley,NE,USA,41.56,-98.55,False
9A1,Covington Municipal,Covington,GA,USA,33.63,-83.85,False
9A3,Chuathbaluk,Chuathbaluk,AK,USA,61.58,-159.24,False
9A4,Lawrence County,Courtland,AL,USA,34.66,-87.35,False
9A5,Barwick-LaFayette,LaFayette,GA,USA,34.69,-85.29,False
9A6,Chester Municipal,Chester,SC,USA,34.79,-81.20,False
9A8,Ugashik,Ugashik,AK,USA,57.53,-157.40,False
9C8,Evart Municipal,Evart,MI,USA,43.90,-85.28,False
9D0,Highmore Municipal,Highmore,SD,USA,44.54,-99.45,False
9D1,Gregory Municipal,Gregory,SD,USA,43.22,-99.40,False
9D2,Harding County,Buffalo,SD,USA,45.58,-103.53,False
9D7,Cando Municipal,Cando,ND,USA,48.48,-99.24,False
9D9,Hastings Municipal,Hastings,MI,USA,42.66,-85.35,False
9G0,Buffalo Airfield,Buffalo,NY,USA,42.86,-78.72,False
9G1,West Penn,Tarentum,PA,USA,40.60,-79.82,False
9G3,Akron,Akron,NY,USA,43.02,-78.48,False
9G5,Royalton,Gasport,NY,USA,43.18,-78.56,False
9G8,Ebensburg,Ebensburg,PA,USA,40.46,-78.78,False
9I0,Havana Regional,Havana,IL,USA,40.22,-90.02,False
9I3,West Liberty,West Liberty,KY,USA,37.91,-83.25,False
9K2,Kokhanok,Kokhanok,AK,USA,59.43,-154.80,False
9K4,Skyhaven,Warrensburg,MO,USA,38.78,-93.80,False
9K7,Ellsworth Municipal,Ellsworth,KS,USA,38.75,-98.23,False
9K8,Kingman Municipal,Kingman,KS,USA,37.67,-98.12,False
9M4,Ackerman-Choctaw County,Ackerman,MS,USA,33.30,-89.23,False
9M6,Kelly,Oak Grove,LA,USA,32.85,-91.40,False
9M8,Sheridan-Grant County Regional,Sheridan,AR,USA,34.33,-92.35,False
9S2,Scobey,Scobey,MT,USA,48.81,-105.44,False
9S4,Mineral County,Superior,MT,USA,47.17,-114.85,False
9S5,Three Forks,Three Forks,MT,USA,45.88,-111.57,False
9S7,Winifred,Winifred,MT,USA,47.55,-109.38,False
9S9,Lexington,Lexington,OR,USA,45.45,-119.69,False
9U0,Turner,Turner,MT,USA,48.85,-108.41,False
9U3,Austin,Austin,NV,USA,39.47,-117.20,False
9U4,Dixon,Dixon,WY,USA,41.04,-107.50,False
9V5,Modisett,Rushville,NE,USA,42.74,-102.44,False
9V6,Martin Municipal,Martin,SD,USA,43.17,-101.71,False
9V9,Chamberlain Municipal,Chamberlain,SD,USA,43.77,-99.32,False
9W7,Currituck County,Currituck,NC,USA,36.40,-76.02,False
A04,Centre Municipal,Centre,AL,USA,34.16,-85.64,False
A14,Portage Creek,Portage Creek,AK,USA,58.91,-157.71,False
A29,Sitka SPB,Sitka,AK,USA,57.05,-135.35,False
A30,Scott Valley,Fort Jones,CA,USA,41.56,-122.86,False
A32,Butte Valley,Dorris,CA,USA,41.89,-121.98,False
A61,Tuntutuliak,Tuntutuliak,AK,USA,60.34,-162.67,False
A63,Twin Hills,Twin Hills,AK,USA,59.08,-160.27,False
A79,Chignik Lake,Chignik Lake,AK,USA,56.26,-158.78,False
A85,Kwigillingok,Kwigillingok,AK,USA,59.88,-163.17,False
AAF,Apalachicola Municipal,Apalachicola,FL,USA,29.73,-85.03,False
AAO,Colonel James Jabara,Wichita,KS,USA,37.75,-97.22,False
AAS,Taylor County,Cambellsville,KY,USA,37.36,-85.31,False
AAT,Alturas Municipal,Alturas,CA,USA,41.48,-120.57,False
ABE,Lehigh Valley International,Allentown,PA,USA,40.65,-75.44,False
ABI,Abilene Regional,Abilene,TX,USA,32.41,-99.68,False
ABO,Antonio (Nery) Juarbe Pol,Arecibo,PR,USA,18.45,-66.68,False
ABQ,Albuquerque International,Albuquerque,NM,USA,35.04,-106.61,False
ABR,Aberdeen Regional,Aberdeen,SD,USA,45.45,-98.42,False
ABY,Southwest Georgia Regional,Albany,GA,USA,31.54,-84.19,False
ACB,Antrim County,Bellaire,MI,USA,44.99,-85.20,False
ACJ,Souther,Americus,GA,USA,32.11,-84.19,False
ACK,Nantucket Memorial,Nantucket,MA,USA,41.25,-70.06,False
ACQ,Waseca Municipal,Waseca,MN,USA,44.07,-93.55,False
ACT,Waco Regional,Waco,TX,USA,31.61,-97.23,False
ACV,Arcata,Arcata/Eureka,CA,USA,40.98,-124.11,False
ACY,Atlantic City International,Atlantic City,NJ,USA,39.46,-74.58,False
ACZ,Henderson,Wallace,NC,USA,34.72,-78.00,False
ADC,Wadena Municipal,Wadena,MN,USA,46.45,-95.21,False
ADG,Lenawee County,Adrian,MI,USA,41.87,-84.07,False
ADH,Ada Municipal,Ada,OK,USA,34.80,-96.67,False
ADK,Adak,Adak,AK,USA,51.88,-176.65,False
ADM,Ardmore Municipal,Ardmore,OK,USA,34.30,-97.02,False
ADQ,Kodiak,Kodiak,AK,USA,57.75,-152.49,False
ADS,Addison,Dallas/Addison,TX,USA,32.97,-96.84,False
ADT,Atwood-Rawlins County City-County,Atwood,KS,USA,39.84,-101.04,False
ADU,Audubon Municipal,Audubon,IA,USA,41.70,-94.92,False
AEG,Double Eagle II,Albuquerque,NM,USA,35.15,-106.80,False
AEL,Albert Lea Municipal,Albert Lea,MN,USA,43.68,-93.37,False
AEX,Alexandria International,Alexandria,LA,USA,31.33,-92.55,False
AFE,Kake,Kake,AK,USA,56.96,-133.91,False
AFJ,Washington County,Washington,PA,USA,40.14,-80.29,False
AFK,Nebraska City Municipal,Nebraska City,NE,USA,40.61,-95.87,False
AFM,Ambler,Ambler,AK,USA,67.11,-157.85,False
AFN,Jaffrey Municipal Silver Ranch,Jaffrey,NH,USA,42.81,-72.00,False
